dt,province,type,value
2025-01-01 15:00:00,广东,load,54301.23864323206
2025-01-01 15:15:00,广东,load,54741.511535004276
2025-01-01 15:30:00,广东,load,53360.49753899096
2025-01-01 15:45:00,广东,load,53225.690063878996
2025-01-01 16:00:00,广东,load,56238.7887335913
2025-01-01 16:15:00,广东,load,57054.360042856235
2025-01-01 16:30:00,广东,load,54911.9848176295
2025-01-01 16:45:00,广东,load,56525.29934683804
2025-01-01 17:00:00,广东,load,55562.45403757145
2025-01-01 17:15:00,广东,load,54052.32036809231
2025-01-01 17:30:00,广东,load,55562.09340826262
2025-01-01 17:45:00,广东,load,57327.05484969895
2025-01-01 18:00:00,广东,load,54966.26094133507
2025-01-01 18:15:00,广东,load,57366.96548372101
2025-01-01 18:30:00,广东,load,51090.382343865385
2025-01-01 18:45:00,广东,load,56252.853756562836
2025-01-01 19:00:00,广东,load,48150.57060235726
2025-01-01 19:15:00,广东,load,47571.488974301195
2025-01-01 19:30:00,广东,load,48157.64116480325
2025-01-01 19:45:00,广东,load,45038.646628098664
2025-01-01 20:00:00,广东,load,47690.492168243734
2025-01-01 20:15:00,广东,load,48555.66885726762
2025-01-01 20:30:00,广东,load,50236.84106711228
2025-01-01 20:45:00,广东,load,47242.59467258953
2025-01-01 21:00:00,广东,load,46807.259595660216
2025-01-01 21:15:00,广东,load,47267.364434623196
2025-01-01 21:30:00,广东,load,49393.10317655311
2025-01-01 21:45:00,广东,load,48513.12666448953
2025-01-01 22:00:00,广东,load,47225.35969434944
2025-01-01 22:15:00,广东,load,48789.90114967003
2025-01-01 22:30:00,广东,load,48165.61632402206
2025-01-01 22:45:00,广东,load,49472.96748579933
2025-01-01 23:00:00,广东,load,28966.920359183972
2025-01-01 23:15:00,广东,load,29528.506780103347
2025-01-01 23:30:00,广东,load,29431.837770301765
2025-01-01 23:45:00,广东,load,27824.727577801823
2025-01-02 00:00:00,广东,load,30484.180415596864
2025-01-02 00:15:00,广东,load,30431.582908269833
2025-01-02 00:30:00,广东,load,30047.670184963692
2025-01-02 00:45:00,广东,load,29688.11929993728
2025-01-02 01:00:00,广东,load,27916.94388692438
2025-01-02 01:15:00,广东,load,29409.03201585196
2025-01-02 01:30:00,广东,load,29525.928225209846
2025-01-02 01:45:00,广东,load,28836.58409616757
2025-01-02 02:00:00,广东,load,29798.071432500987
2025-01-02 02:15:00,广东,load,30646.076285221807
2025-01-02 02:30:00,广东,load,32869.2788518158
2025-01-02 02:45:00,广东,load,30301.86671924776
2025-01-02 03:00:00,广东,load,30426.325586084145
2025-01-02 03:15:00,广东,load,29928.33112635075
2025-01-02 03:30:00,广东,load,27161.843177051436
2025-01-02 03:45:00,广东,load,30000.229186826175
2025-01-02 04:00:00,广东,load,30130.34531491154
2025-01-02 04:15:00,广东,load,33734.86316872793
2025-01-02 04:30:00,广东,load,29751.458552828317
2025-01-02 04:45:00,广东,load,30492.32101350042
2025-01-02 05:00:00,广东,load,29987.932345442136
2025-01-02 05:15:00,广东,load,28286.982943570703
2025-01-02 05:30:00,广东,load,31754.23422177253
2025-01-02 05:45:00,广东,load,31167.89954903016
2025-01-02 06:00:00,广东,load,39226.54792056457
2025-01-02 06:15:00,广东,load,36675.91881780789
2025-01-02 06:30:00,广东,load,40144.19146640415
2025-01-02 06:45:00,广东,load,35937.22340581158
2025-01-02 07:00:00,广东,load,38920.28564070041
2025-01-02 07:15:00,广东,load,41325.683438714965
2025-01-02 07:30:00,广东,load,36554.195512303966
2025-01-02 07:45:00,广东,load,37190.55340559584
2025-01-02 08:00:00,广东,load,52189.47704763146
2025-01-02 08:15:00,广东,load,51284.7865188257
2025-01-02 08:30:00,广东,load,49714.0048534008
2025-01-02 08:45:00,广东,load,52142.84446220904
2025-01-02 09:00:00,广东,load,50446.544429410846
2025-01-02 09:15:00,广东,load,52750.38864595277
2025-01-02 09:30:00,广东,load,50660.8636486493
2025-01-02 09:45:00,广东,load,54364.901607526306
2025-01-02 10:00:00,广东,load,50865.12006149565
2025-01-02 10:15:00,广东,load,51556.90772569149
2025-01-02 10:30:00,广东,load,53260.2758260545
2025-01-02 10:45:00,广东,load,50193.70352534907
2025-01-02 11:00:00,广东,load,52381.1899019062
2025-01-02 11:15:00,广东,load,54000.71413142364
2025-01-02 11:30:00,广东,load,49628.77514815816
2025-01-02 11:45:00,广东,load,52316.95078779846
2025-01-02 12:00:00,广东,load,52429.82419137264
2025-01-02 12:15:00,广东,load,53212.73430766597
2025-01-02 12:30:00,广东,load,50184.57393368288
2025-01-02 12:45:00,广东,load,50059.315080373584
2025-01-02 13:00:00,广东,load,55822.91234842534
2025-01-02 13:15:00,广东,load,55485.477009849776
2025-01-02 13:30:00,广东,load,55415.73927551881
2025-01-02 13:45:00,广东,load,55559.672314245465
2025-01-02 14:00:00,广东,load,54019.96291763226
2025-01-02 14:15:00,广东,load,55388.38054574151
2025-01-02 14:30:00,广东,load,55479.60870994802
2025-01-02 14:45:00,广东,load,53968.47287296045
2025-01-02 15:00:00,广东,load,57838.66176671714
2025-01-02 15:15:00,广东,load,55750.749381367685
2025-01-02 15:30:00,广东,load,53253.044754196024
2025-01-02 15:45:00,广东,load,56024.830412950745
2025-01-02 16:00:00,广东,load,53577.97749465902
2025-01-02 16:15:00,广东,load,56220.62690561368
2025-01-02 16:30:00,广东,load,56777.893368511104
2025-01-02 16:45:00,广东,load,53808.97652247243
2025-01-02 17:00:00,广东,load,56485.064193866485
2025-01-02 17:15:00,广东,load,55659.17139040475
2025-01-02 17:30:00,广东,load,56273.09023999173
2025-01-02 17:45:00,广东,load,57885.18947398092
2025-01-02 18:00:00,广东,load,54671.9178259957
2025-01-02 18:15:00,广东,load,53909.39575346377
2025-01-02 18:30:00,广东,load,53705.72835556172
2025-01-02 18:45:00,广东,load,53816.28457255184
2025-01-02 19:00:00,广东,load,47924.347435878844
2025-01-02 19:15:00,广东,load,48551.72796222496
2025-01-02 19:30:00,广东,load,48455.036198995025
2025-01-02 19:45:00,广东,load,49280.77487355404
2025-01-02 20:00:00,广东,load,48059.50283781686
2025-01-02 20:15:00,广东,load,50220.30111573597
2025-01-02 20:30:00,广东,load,47643.01475014307
2025-01-02 20:45:00,广东,load,52120.253749884425
2025-01-02 21:00:00,广东,load,48978.501021647506
2025-01-02 21:15:00,广东,load,46754.263665375576
2025-01-02 21:30:00,广东,load,46433.66125290833
2025-01-02 21:45:00,广东,load,48763.708622864775
2025-01-02 22:00:00,广东,load,47704.80582201122
2025-01-02 22:15:00,广东,load,49111.00074113814
2025-01-02 22:30:00,广东,load,48749.85643686032
2025-01-02 22:45:00,广东,load,47930.756631014694
2025-01-02 23:00:00,广东,load,28769.809422897393
2025-01-02 23:15:00,广东,load,27767.7291629712
2025-01-02 23:30:00,广东,load,29370.227571899468
2025-01-02 23:45:00,广东,load,31324.59819148521
2025-01-03 00:00:00,广东,load,30381.140616195305
2025-01-03 00:15:00,广东,load,28191.39183193202
2025-01-03 00:30:00,广东,load,30319.77138877677
2025-01-03 00:45:00,广东,load,30637.976069593256
2025-01-03 01:00:00,广东,load,28734.2138456983
2025-01-03 01:15:00,广东,load,30290.58765891829
2025-01-03 01:30:00,广东,load,30147.313077669
2025-01-03 01:45:00,广东,load,28345.544553254065
2025-01-03 02:00:00,广东,load,30596.681040522424
2025-01-03 02:15:00,广东,load,30901.17678955235
2025-01-03 02:30:00,广东,load,31684.576864762916
2025-01-03 02:45:00,广东,load,31640.703078052353
2025-01-03 03:00:00,广东,load,27993.495948064363
2025-01-03 03:15:00,广东,load,28653.262440127317
2025-01-03 03:30:00,广东,load,30832.55290081299
2025-01-03 03:45:00,广东,load,30830.678926368313
2025-01-03 04:00:00,广东,load,30832.57152945907
2025-01-03 04:15:00,广东,load,35839.09723598208
2025-01-03 04:30:00,广东,load,30916.335766039752
2025-01-03 04:45:00,广东,load,31763.3484602709
2025-01-03 05:00:00,广东,load,31491.002645239805
2025-01-03 05:15:00,广东,load,31037.086876958696
2025-01-03 05:30:00,广东,load,29587.096133039482
2025-01-03 05:45:00,广东,load,31198.4538307399
2025-01-03 06:00:00,广东,load,36900.76217819364
2025-01-03 06:15:00,广东,load,37704.772089889986
2025-01-03 06:30:00,广东,load,37331.95467825634
2025-01-03 06:45:00,广东,load,38182.81120907948
2025-01-03 07:00:00,广东,load,41531.987850010264
2025-01-03 07:15:00,广东,load,35259.102211112375
2025-01-03 07:30:00,广东,load,39089.39028556177
2025-01-03 07:45:00,广东,load,35640.92619321552
2025-01-03 08:00:00,广东,load,51352.10220131585
2025-01-03 08:15:00,广东,load,53693.42589545105
2025-01-03 08:30:00,广东,load,52156.420028643195
2025-01-03 08:45:00,广东,load,50443.38283310604
2025-01-03 09:00:00,广东,load,50987.044436110045
2025-01-03 09:15:00,广东,load,53079.39662340201
2025-01-03 09:30:00,广东,load,50964.4500524243
2025-01-03 09:45:00,广东,load,52384.687884372965
2025-01-03 10:00:00,广东,load,52128.357759855724
2025-01-03 10:15:00,广东,load,51082.59947859128
2025-01-03 10:30:00,广东,load,55275.91613398799
2025-01-03 10:45:00,广东,load,53010.878533477015
2025-01-03 11:00:00,广东,load,49022.28612001359
2025-01-03 11:15:00,广东,load,52339.681472154145
2025-01-03 11:30:00,广东,load,51067.320302847416
2025-01-03 11:45:00,广东,load,53338.650002194336
2025-01-03 12:00:00,广东,load,50871.218892350946
2025-01-03 12:15:00,广东,load,51887.89533779965
2025-01-03 12:30:00,广东,load,52817.48091847068
2025-01-03 12:45:00,广东,load,53358.63279125518
2025-01-03 13:00:00,广东,load,53259.55538941634
2025-01-03 13:15:00,广东,load,54558.24814623858
2025-01-03 13:30:00,广东,load,54347.582033258564
2025-01-03 13:45:00,广东,load,54080.00615113943
2025-01-03 14:00:00,广东,load,57708.181360421644
2025-01-03 14:15:00,广东,load,55667.472566441436
2025-01-03 14:30:00,广东,load,53168.674068497436
2025-01-03 14:45:00,广东,load,56436.792920582164
2025-01-03 15:00:00,广东,load,58243.23429551895
2025-01-03 15:15:00,广东,load,56608.69789082672
2025-01-03 15:30:00,广东,load,52780.94505106898
2025-01-03 15:45:00,广东,load,54333.64889070062
2025-01-03 16:00:00,广东,load,56960.36672377993
2025-01-03 16:15:00,广东,load,53998.49580157183
2025-01-03 16:30:00,广东,load,55725.729142219345
2025-01-03 16:45:00,广东,load,56221.951080144005
2025-01-03 17:00:00,广东,load,53669.604292632874
2025-01-03 17:15:00,广东,load,54970.7119659073
2025-01-03 17:30:00,广东,load,50198.09898989639
2025-01-03 17:45:00,广东,load,53523.418537998565
2025-01-03 18:00:00,广东,load,54681.14777291026
2025-01-03 18:15:00,广东,load,53188.32522705272
2025-01-03 18:30:00,广东,load,57508.61695589745
2025-01-03 18:45:00,广东,load,52914.78793305905
2025-01-03 19:00:00,广东,load,47399.93326995453
2025-01-03 19:15:00,广东,load,48256.110865929135
2025-01-03 19:30:00,广东,load,50221.90993359917
2025-01-03 19:45:00,广东,load,45906.20677323084
2025-01-03 20:00:00,广东,load,49804.74562823244
2025-01-03 20:15:00,广东,load,48075.34959152938
2025-01-03 20:30:00,广东,load,46587.737023428075
2025-01-03 20:45:00,广东,load,48753.15521139491
2025-01-03 21:00:00,广东,load,48358.589543360205
2025-01-03 21:15:00,广东,load,47159.67468426181
2025-01-03 21:30:00,广东,load,48164.70312748503
2025-01-03 21:45:00,广东,load,47482.02960470736
2025-01-03 22:00:00,广东,load,48230.27601787687
2025-01-03 22:15:00,广东,load,49053.19601178157
2025-01-03 22:30:00,广东,load,50439.02522421803
2025-01-03 22:45:00,广东,load,46203.276751759724
2025-01-03 23:00:00,广东,load,33259.5500619844
2025-01-03 23:15:00,广东,load,27131.868300716247
2025-01-03 23:30:00,广东,load,29832.322357446625
2025-01-03 23:45:00,广东,load,30942.475809726864
2025-01-04 00:00:00,广东,load,26001.48780160255
2025-01-04 00:15:00,广东,load,24645.95072026911
2025-01-04 00:30:00,广东,load,25267.81662446409
2025-01-04 00:45:00,广东,load,24840.49859801175
2025-01-04 01:00:00,广东,load,24695.952864583684
2025-01-04 01:15:00,广东,load,26854.403145531538
2025-01-04 01:30:00,广东,load,26115.52322894757
2025-01-04 01:45:00,广东,load,24540.63560710902
2025-01-04 02:00:00,广东,load,26929.399813149877
2025-01-04 02:15:00,广东,load,26040.949281314915
2025-01-04 02:30:00,广东,load,26799.293178258442
2025-01-04 02:45:00,广东,load,26524.44326288542
2025-01-04 03:00:00,广东,load,24336.50748361689
2025-01-04 03:15:00,广东,load,24739.728439704544
2025-01-04 03:30:00,广东,load,26700.94040768489
2025-01-04 03:45:00,广东,load,26495.555398150198
2025-01-04 04:00:00,广东,load,25548.647609053776
2025-01-04 04:15:00,广东,load,25755.991074963174
2025-01-04 04:30:00,广东,load,27496.497343682637
2025-01-04 04:45:00,广东,load,24692.642916746256
2025-01-04 05:00:00,广东,load,26400.646071755058
2025-01-04 05:15:00,广东,load,25276.711021349158
2025-01-04 05:30:00,广东,load,25253.47819515917
2025-01-04 05:45:00,广东,load,27228.165277980785
2025-01-04 06:00:00,广东,load,33618.124523482045
2025-01-04 06:15:00,广东,load,33600.26445400096
2025-01-04 06:30:00,广东,load,34338.218210731495
2025-01-04 06:45:00,广东,load,32411.50576244914
2025-01-04 07:00:00,广东,load,33402.929456942446
2025-01-04 07:15:00,广东,load,31914.599865109816
2025-01-04 07:30:00,广东,load,32866.24952873266
2025-01-04 07:45:00,广东,load,32184.78541844847
2025-01-04 08:00:00,广东,load,44425.49394748908
2025-01-04 08:15:00,广东,load,45172.73553815537
2025-01-04 08:30:00,广东,load,43052.66897514979
2025-01-04 08:45:00,广东,load,47418.58091352819
2025-01-04 09:00:00,广东,load,42770.97392775045
2025-01-04 09:15:00,广东,load,42458.7170808184
2025-01-04 09:30:00,广东,load,46017.166310250104
2025-01-04 09:45:00,广东,load,45467.4940409444
2025-01-04 10:00:00,广东,load,45216.17972557823
2025-01-04 10:15:00,广东,load,45222.51826389642
2025-01-04 10:30:00,广东,load,44261.62984072963
2025-01-04 10:45:00,广东,load,42934.11844277125
2025-01-04 11:00:00,广东,load,44393.70683729059
2025-01-04 11:15:00,广东,load,43264.25743273183
2025-01-04 11:30:00,广东,load,45742.67960012663
2025-01-04 11:45:00,广东,load,44059.41392774679
2025-01-04 12:00:00,广东,load,43041.75420481123
2025-01-04 12:15:00,广东,load,43797.92123752051
2025-01-04 12:30:00,广东,load,44899.397181413435
2025-01-04 12:45:00,广东,load,43434.41317079404
2025-01-04 13:00:00,广东,load,45596.669406650355
2025-01-04 13:15:00,广东,load,47195.53081723787
2025-01-04 13:30:00,广东,load,47197.44985666309
2025-01-04 13:45:00,广东,load,46069.585236943305
2025-01-04 14:00:00,广东,load,46123.44254157251
2025-01-04 14:15:00,广东,load,47178.074906036454
2025-01-04 14:30:00,广东,load,44657.87348775401
2025-01-04 14:45:00,广东,load,44718.80433843517
2025-01-04 15:00:00,广东,load,45752.33366812135
2025-01-04 15:15:00,广东,load,46509.82927243223
2025-01-04 15:30:00,广东,load,47296.361348397004
2025-01-04 15:45:00,广东,load,49043.03432542433
2025-01-04 16:00:00,广东,load,48116.48943480303
2025-01-04 16:15:00,广东,load,46590.09220505486
2025-01-04 16:30:00,广东,load,46801.47568814597
2025-01-04 16:45:00,广东,load,45326.20595304329
2025-01-04 17:00:00,广东,load,46802.23029601142
2025-01-04 17:15:00,广东,load,46397.01204161979
2025-01-04 17:30:00,广东,load,47314.07784050713
2025-01-04 17:45:00,广东,load,45589.15358467151
2025-01-04 18:00:00,广东,load,47609.01977136176
2025-01-04 18:15:00,广东,load,49129.10836950387
2025-01-04 18:30:00,广东,load,46666.85977731471
2025-01-04 18:45:00,广东,load,47432.56758314841
2025-01-04 19:00:00,广东,load,41915.21598756667
2025-01-04 19:15:00,广东,load,40278.169292171246
2025-01-04 19:30:00,广东,load,41216.13872271562
2025-01-04 19:45:00,广东,load,40898.88860117269
2025-01-04 20:00:00,广东,load,41026.51414782325
2025-01-04 20:15:00,广东,load,39720.4853242168
2025-01-04 20:30:00,广东,load,40916.76526138841
2025-01-04 20:45:00,广东,load,41626.99743686817
2025-01-04 21:00:00,广东,load,43056.71541169256
2025-01-04 21:15:00,广东,load,42318.90623912781
2025-01-04 21:30:00,广东,load,44109.773686267334
2025-01-04 21:45:00,广东,load,39728.978655667925
2025-01-04 22:00:00,广东,load,42188.48095508102
2025-01-04 22:15:00,广东,load,41155.01300860753
2025-01-04 22:30:00,广东,load,44164.70439982651
2025-01-04 22:45:00,广东,load,39667.55257196727
2025-01-04 23:00:00,广东,load,24320.417236728837
2025-01-04 23:15:00,广东,load,24680.911031833966
2025-01-04 23:30:00,广东,load,22394.15641353529
2025-01-04 23:45:00,广东,load,24791.36746747886
2025-01-05 00:00:00,广东,load,24461.30100766945
2025-01-05 00:15:00,广东,load,25825.59067971431
2025-01-05 00:30:00,广东,load,26112.63396366574
2025-01-05 00:45:00,广东,load,28414.25625882383
2025-01-05 01:00:00,广东,load,27025.635757279077
2025-01-05 01:15:00,广东,load,24734.644516506396
2025-01-05 01:30:00,广东,load,24252.377992977465
2025-01-05 01:45:00,广东,load,26337.878757259758
2025-01-05 02:00:00,广东,load,23619.650189469037
2025-01-05 02:15:00,广东,load,28347.18814878153
2025-01-05 02:30:00,广东,load,27369.16018108193
2025-01-05 02:45:00,广东,load,24896.236521842944
2025-01-05 03:00:00,广东,load,23030.298206363685
2025-01-05 03:15:00,广东,load,27630.80856124812
2025-01-05 03:30:00,广东,load,25428.190232121073
2025-01-05 03:45:00,广东,load,27456.724467960194
2025-01-05 04:00:00,广东,load,23208.35851180845
2025-01-05 04:15:00,广东,load,24700.93746556934
2025-01-05 04:30:00,广东,load,25607.865549577276
2025-01-05 04:45:00,广东,load,25670.470890647113
2025-01-05 05:00:00,广东,load,24924.901792781133
2025-01-05 05:15:00,广东,load,26534.27489852125
2025-01-05 05:30:00,广东,load,23998.56935592611
2025-01-05 05:45:00,广东,load,25386.43077246806
2025-01-05 06:00:00,广东,load,32580.44344756785
2025-01-05 06:15:00,广东,load,33171.65825108813
2025-01-05 06:30:00,广东,load,33467.422317133336
2025-01-05 06:45:00,广东,load,30713.036862243196
2025-01-05 07:00:00,广东,load,30098.828743896567
2025-01-05 07:15:00,广东,load,34316.51523284776
2025-01-05 07:30:00,广东,load,32898.47101796939
2025-01-05 07:45:00,广东,load,31277.27019516517
2025-01-05 08:00:00,广东,load,46626.72796328378
2025-01-05 08:15:00,广东,load,44473.511951439286
2025-01-05 08:30:00,广东,load,46068.94577609574
2025-01-05 08:45:00,广东,load,44401.27772211516
2025-01-05 09:00:00,广东,load,47391.12188732298
2025-01-05 09:15:00,广东,load,46933.011263664805
2025-01-05 09:30:00,广东,load,43926.55377728139
2025-01-05 09:45:00,广东,load,45757.356426431536
2025-01-05 10:00:00,广东,load,45268.06392437772
2025-01-05 10:15:00,广东,load,46352.94733629852
2025-01-05 10:30:00,广东,load,42852.614809129846
2025-01-05 10:45:00,广东,load,45329.07718999766
2025-01-05 11:00:00,广东,load,45887.63673027438
2025-01-05 11:15:00,广东,load,41661.89077036533
2025-01-05 11:30:00,广东,load,42525.11223100134
2025-01-05 11:45:00,广东,load,41241.151733359846
2025-01-05 12:00:00,广东,load,43895.88974833316
2025-01-05 12:15:00,广东,load,45376.313383693945
2025-01-05 12:30:00,广东,load,46553.535578144045
2025-01-05 12:45:00,广东,load,44411.14217062966
2025-01-05 13:00:00,广东,load,49292.92331835694
2025-01-05 13:15:00,广东,load,44779.84781267766
2025-01-05 13:30:00,广东,load,44294.92634096727
2025-01-05 13:45:00,广东,load,46766.67845165507
2025-01-05 14:00:00,广东,load,47426.09817340896
2025-01-05 14:15:00,广东,load,46800.95787785886
2025-01-05 14:30:00,广东,load,43748.836849940184
2025-01-05 14:45:00,广东,load,46716.31994073082
2025-01-05 15:00:00,广东,load,44893.29574924272
2025-01-05 15:15:00,广东,load,47854.50882324506
2025-01-05 15:30:00,广东,load,47399.89736914527
2025-01-05 15:45:00,广东,load,45440.18032050897
2025-01-05 16:00:00,广东,load,46079.19962399496
2025-01-05 16:15:00,广东,load,45261.179717166575
2025-01-05 16:30:00,广东,load,46755.98135409024
2025-01-05 16:45:00,广东,load,48282.71348075186
2025-01-05 17:00:00,广东,load,45371.410930496684
2025-01-05 17:15:00,广东,load,47606.069773276766
2025-01-05 17:30:00,广东,load,46054.61357244134
2025-01-05 17:45:00,广东,load,45660.69075160648
2025-01-05 18:00:00,广东,load,46689.45446006816
2025-01-05 18:15:00,广东,load,45297.13651637094
2025-01-05 18:30:00,广东,load,46019.526041979225
2025-01-05 18:45:00,广东,load,45053.18316111673
2025-01-05 19:00:00,广东,load,43847.087699374584
2025-01-05 19:15:00,广东,load,40952.895327957594
2025-01-05 19:30:00,广东,load,39850.41173801112
2025-01-05 19:45:00,广东,load,41220.96986610133
2025-01-05 20:00:00,广东,load,40731.50792546375
2025-01-05 20:15:00,广东,load,40568.54560070016
2025-01-05 20:30:00,广东,load,41821.25005006514
2025-01-05 20:45:00,广东,load,42036.261565070956
2025-01-05 21:00:00,广东,load,40104.24827858421
2025-01-05 21:15:00,广东,load,40036.27263903298
2025-01-05 21:30:00,广东,load,40487.422454272535
2025-01-05 21:45:00,广东,load,37447.118252896624
2025-01-05 22:00:00,广东,load,38627.21340670217
2025-01-05 22:15:00,广东,load,42950.311401166786
2025-01-05 22:30:00,广东,load,43367.45157025193
2025-01-05 22:45:00,广东,load,40526.445940665435
2025-01-05 23:00:00,广东,load,26464.83544458365
2025-01-05 23:15:00,广东,load,26066.875231815306
2025-01-05 23:30:00,广东,load,30218.32121268286
2025-01-05 23:45:00,广东,load,27279.362367151865
2025-01-06 00:00:00,广东,load,29928.12361277885
2025-01-06 00:15:00,广东,load,28686.68933909936
2025-01-06 00:30:00,广东,load,27710.330519613643
2025-01-06 00:45:00,广东,load,30425.195453800836
2025-01-06 01:00:00,广东,load,28985.473882073544
2025-01-06 01:15:00,广东,load,27986.61943560349
2025-01-06 01:30:00,广东,load,29150.14067363621
2025-01-06 01:45:00,广东,load,28497.677994578407
2025-01-06 02:00:00,广东,load,32650.71245260885
2025-01-06 02:15:00,广东,load,31442.459635424177
2025-01-06 02:30:00,广东,load,30108.041038025072
2025-01-06 02:45:00,广东,load,32339.91620833504
2025-01-06 03:00:00,广东,load,30236.052461471427
2025-01-06 03:15:00,广东,load,28828.073698007604
2025-01-06 03:30:00,广东,load,32404.686115904486
2025-01-06 03:45:00,广东,load,30928.36506552699
2025-01-06 04:00:00,广东,load,28564.130768510317
2025-01-06 04:15:00,广东,load,29834.491982874588
2025-01-06 04:30:00,广东,load,28806.572619922863
2025-01-06 04:45:00,广东,load,28045.800403553494
2025-01-06 05:00:00,广东,load,31509.266321297462
2025-01-06 05:15:00,广东,load,32984.124960705194
2025-01-06 05:30:00,广东,load,28022.148639271287
2025-01-06 05:45:00,广东,load,30964.453855035856
2025-01-06 06:00:00,广东,load,37144.03614631726
2025-01-06 06:15:00,广东,load,37389.31192435296
2025-01-06 06:30:00,广东,load,37231.4091136417
2025-01-06 06:45:00,广东,load,36824.01384548027
2025-01-06 07:00:00,广东,load,38192.78244191724
2025-01-06 07:15:00,广东,load,36873.574825383446
2025-01-06 07:30:00,广东,load,38525.68523866976
2025-01-06 07:45:00,广东,load,38044.64283582629
2025-01-06 08:00:00,广东,load,51761.57792970038
2025-01-06 08:15:00,广东,load,50758.6545069376
2025-01-06 08:30:00,广东,load,51254.8430041475
2025-01-06 08:45:00,广东,load,53253.086838738636
2025-01-06 09:00:00,广东,load,52871.375781436574
2025-01-06 09:15:00,广东,load,50653.66713280218
2025-01-06 09:30:00,广东,load,52268.99845814384
2025-01-06 09:45:00,广东,load,53247.080685057685
2025-01-06 10:00:00,广东,load,49615.89207831794
2025-01-06 10:15:00,广东,load,52935.0402885699
2025-01-06 10:30:00,广东,load,51126.06436158123
2025-01-06 10:45:00,广东,load,52975.89800288974
2025-01-06 11:00:00,广东,load,50975.11126518623
2025-01-06 11:15:00,广东,load,49412.67684900322
2025-01-06 11:30:00,广东,load,49678.68634317526
2025-01-06 11:45:00,广东,load,52192.12741999207
2025-01-06 12:00:00,广东,load,52509.58375258222
2025-01-06 12:15:00,广东,load,50763.52506234339
2025-01-06 12:30:00,广东,load,53077.88868816606
2025-01-06 12:45:00,广东,load,49627.71990659656
2025-01-06 13:00:00,广东,load,55020.88030202902
2025-01-06 13:15:00,广东,load,53303.47570035631
2025-01-06 13:30:00,广东,load,54142.24583829676
2025-01-06 13:45:00,广东,load,55191.09800697462
2025-01-06 14:00:00,广东,load,53829.37995207407
