dt,province,type,value
2025-01-02 01:00:00,广东,output,23196.86703391524
2025-01-02 01:15:00,广东,output,25305.229908376303
2025-01-02 01:30:00,广东,output,26503.674837278555
2025-01-02 01:45:00,广东,output,22183.196924363558
2025-01-02 02:00:00,广东,output,24430.718978769328
2025-01-02 02:15:00,广东,output,27196.216628320843
2025-01-02 02:30:00,广东,output,24106.60377441261
2025-01-02 02:45:00,广东,output,25560.50688527627
2025-01-02 03:00:00,广东,output,25892.673659332057
2025-01-02 03:15:00,广东,output,21482.409648373934
2025-01-02 03:30:00,广东,output,23691.91437127088
2025-01-02 03:45:00,广东,output,25878.8279840364
2025-01-02 04:00:00,广东,output,21292.530544984947
2025-01-02 04:15:00,广东,output,24228.948272665984
2025-01-02 04:30:00,广东,output,21118.340336470348
2025-01-02 04:45:00,广东,output,23386.046155214102
2025-01-02 05:00:00,广东,output,24046.057401167123
2025-01-02 05:15:00,广东,output,22812.59028063973
2025-01-02 05:30:00,广东,output,23927.874551861132
2025-01-02 05:45:00,广东,output,27500.041722224963
2025-01-02 06:00:00,广东,output,30347.719139249475
2025-01-02 06:15:00,广东,output,26007.261936930274
2025-01-02 06:30:00,广东,output,30511.408956307478
2025-01-02 06:45:00,广东,output,28973.37597824828
2025-01-02 07:00:00,广东,output,30421.821936470547
2025-01-02 07:15:00,广东,output,31191.324258371722
2025-01-02 07:30:00,广东,output,26548.02000805197
2025-01-02 07:45:00,广东,output,32126.4236016765
2025-01-02 08:00:00,广东,output,46930.293783331574
2025-01-02 08:15:00,广东,output,39279.450156524115
2025-01-02 08:30:00,广东,output,38594.185485851674
2025-01-02 08:45:00,广东,output,42945.238027754174
2025-01-02 09:00:00,广东,output,42561.15905562318
2025-01-02 09:15:00,广东,output,41061.214116483236
2025-01-02 09:30:00,广东,output,44631.506728345266
2025-01-02 09:45:00,广东,output,44144.343480118885
2025-01-02 10:00:00,广东,output,40187.41310522573
2025-01-02 10:15:00,广东,output,42757.924900660866
2025-01-02 10:30:00,广东,output,47431.51223141357
2025-01-02 10:45:00,广东,output,43111.89692806213
2025-01-02 11:00:00,广东,output,37086.020009160355
2025-01-02 11:15:00,广东,output,41389.49439057804
2025-01-02 11:30:00,广东,output,39410.65387703174
2025-01-02 11:45:00,广东,output,39912.78562089124
2025-01-02 12:00:00,广东,output,44043.01907702622
2025-01-02 12:15:00,广东,output,46042.522163017886
2025-01-02 12:30:00,广东,output,42469.650153650335
2025-01-02 12:45:00,广东,output,44946.589901229156
2025-01-02 13:00:00,广东,output,42118.91933571815
2025-01-02 13:15:00,广东,output,48549.67580890236
2025-01-02 13:30:00,广东,output,47287.6098400657
2025-01-02 13:45:00,广东,output,42916.27723779405
2025-01-02 14:00:00,广东,output,45745.45016739721
2025-01-02 14:15:00,广东,output,39924.78611797023
2025-01-02 14:30:00,广东,output,47594.10864534652
2025-01-02 14:45:00,广东,output,43523.74494810606
2025-01-02 15:00:00,广东,output,43868.19772411516
2025-01-02 15:15:00,广东,output,46337.539767309245
2025-01-02 15:30:00,广东,output,44110.77502928234
2025-01-02 15:45:00,广东,output,41564.66730940856
2025-01-02 16:00:00,广东,output,37830.31064759486
2025-01-02 16:15:00,广东,output,44230.14556913879
2025-01-02 16:30:00,广东,output,46211.66219590556
2025-01-02 16:45:00,广东,output,47100.13013439449
2025-01-02 17:00:00,广东,output,50025.62199330242
2025-01-02 17:15:00,广东,output,44847.99202718889
2025-01-02 17:30:00,广东,output,47874.9334610597
2025-01-02 17:45:00,广东,output,45605.46326283583
2025-01-02 18:00:00,广东,output,46428.29094931596
2025-01-02 18:15:00,广东,output,39944.72231919632
2025-01-02 18:30:00,广东,output,41579.6702188306
2025-01-02 18:45:00,广东,output,44497.758094393
2025-01-02 19:00:00,广东,output,33721.08493561167
2025-01-02 19:15:00,广东,output,41001.55857411937
2025-01-02 19:30:00,广东,output,42015.705931195414
2025-01-02 19:45:00,广东,output,38430.54448009331
2025-01-02 20:00:00,广东,output,37947.22996037269
2025-01-02 20:15:00,广东,output,43704.54058741198
2025-01-02 20:30:00,广东,output,40741.015371471156
2025-01-02 20:45:00,广东,output,39487.862522182906
2025-01-02 21:00:00,广东,output,37458.52352839599
2025-01-02 21:15:00,广东,output,39076.074940537714
2025-01-02 21:30:00,广东,output,37733.83276564024
2025-01-02 21:45:00,广东,output,35716.77914299772
2025-01-02 22:00:00,广东,output,36350.39330305004
2025-01-02 22:15:00,广东,output,43217.5163943566
2025-01-02 22:30:00,广东,output,40834.58050454773
2025-01-02 22:45:00,广东,output,43003.22865479336
2025-01-02 23:00:00,广东,output,24552.227458532398
2025-01-02 23:15:00,广东,output,24668.708596121203
2025-01-02 23:30:00,广东,output,21829.06082293368
2025-01-02 23:45:00,广东,output,26760.509476929336
2025-01-03 00:00:00,广东,output,21389.64469584091
2025-01-03 00:15:00,广东,output,23515.906001805426
2025-01-03 00:30:00,广东,output,24069.546250025756
2025-01-03 00:45:00,广东,output,23571.388605790777
2025-01-03 01:00:00,广东,output,25070.05190803892
2025-01-03 01:15:00,广东,output,26378.665446967767
2025-01-03 01:30:00,广东,output,21237.586450317336
2025-01-03 01:45:00,广东,output,23297.232108043227
2025-01-03 02:00:00,广东,output,23668.565777160537
2025-01-03 02:15:00,广东,output,24199.7065710642
2025-01-03 02:30:00,广东,output,27451.775556612334
2025-01-03 02:45:00,广东,output,24109.201797172416
2025-01-03 03:00:00,广东,output,24875.29377552728
2025-01-03 03:15:00,广东,output,21086.702742122165
2025-01-03 03:30:00,广东,output,25669.471865979955
2025-01-03 03:45:00,广东,output,25725.766353635147
2025-01-03 04:00:00,广东,output,23137.965141443303
2025-01-03 04:15:00,广东,output,27415.121795631443
2025-01-03 04:30:00,广东,output,26803.217134944884
2025-01-03 04:45:00,广东,output,27073.841076589564
2025-01-03 05:00:00,广东,output,24116.413699173787
2025-01-03 05:15:00,广东,output,25040.451961019167
2025-01-03 05:30:00,广东,output,21075.955464078575
2025-01-03 05:45:00,广东,output,23141.42743639207
2025-01-03 06:00:00,广东,output,29415.96330549249
2025-01-03 06:15:00,广东,output,27041.66448180683
2025-01-03 06:30:00,广东,output,32429.01732508604
2025-01-03 06:45:00,广东,output,32211.06695985303
2025-01-03 07:00:00,广东,output,36910.58792385396
2025-01-03 07:15:00,广东,output,29571.575651260562
2025-01-03 07:30:00,广东,output,34714.516452980126
2025-01-03 07:45:00,广东,output,28901.316549369465
2025-01-03 08:00:00,广东,output,42110.96903259832
2025-01-03 08:15:00,广东,output,48076.7827115309
2025-01-03 08:30:00,广东,output,43207.72551934757
2025-01-03 08:45:00,广东,output,35620.963719006315
2025-01-03 09:00:00,广东,output,43071.843972285096
2025-01-03 09:15:00,广东,output,46767.9240043884
2025-01-03 09:30:00,广东,output,43784.37701736465
2025-01-03 09:45:00,广东,output,42786.06627166003
2025-01-03 10:00:00,广东,output,43488.640371096364
2025-01-03 10:15:00,广东,output,45874.133750480454
2025-01-03 10:30:00,广东,output,39695.42729398647
2025-01-03 10:45:00,广东,output,44181.861885987375
2025-01-03 11:00:00,广东,output,37094.16085780789
2025-01-03 11:15:00,广东,output,43338.20252464889
2025-01-03 11:30:00,广东,output,41953.06576663851
2025-01-03 11:45:00,广东,output,38974.09105318858
2025-01-03 12:00:00,广东,output,37713.34399878787
2025-01-03 12:15:00,广东,output,42772.536833337115
2025-01-03 12:30:00,广东,output,38326.79320190819
2025-01-03 12:45:00,广东,output,40180.980741747146
2025-01-03 13:00:00,广东,output,46178.65007529454
2025-01-03 13:15:00,广东,output,41759.88161255986
2025-01-03 13:30:00,广东,output,43348.28529928709
2025-01-03 13:45:00,广东,output,48035.379328552095
2025-01-03 14:00:00,广东,output,43017.399115186556
2025-01-03 14:15:00,广东,output,43305.12992299878
2025-01-03 14:30:00,广东,output,43666.98300878435
2025-01-03 14:45:00,广东,output,48031.53639426149
2025-01-03 15:00:00,广东,output,51273.30589799451
2025-01-03 15:15:00,广东,output,49990.835279731036
2025-01-03 15:30:00,广东,output,45145.02095373219
2025-01-03 15:45:00,广东,output,40514.763724766606
2025-01-03 16:00:00,广东,output,40154.88641412512
2025-01-03 16:15:00,广东,output,41943.59005451245
2025-01-03 16:30:00,广东,output,40585.5929856615
2025-01-03 16:45:00,广东,output,47343.24166854372
2025-01-03 17:00:00,广东,output,44665.24640098149
2025-01-03 17:15:00,广东,output,38962.92886538333
2025-01-03 17:30:00,广东,output,43537.75276075687
2025-01-03 17:45:00,广东,output,40129.11096664135
2025-01-03 18:00:00,广东,output,43003.737958312886
2025-01-03 18:15:00,广东,output,44337.08300924495
2025-01-03 18:30:00,广东,output,45195.0879744787
2025-01-03 18:45:00,广东,output,41710.48165366225
2025-01-03 19:00:00,广东,output,33802.10580887916
2025-01-03 19:15:00,广东,output,37653.698490050956
2025-01-03 19:30:00,广东,output,42837.76135475883
2025-01-03 19:45:00,广东,output,40536.79957503278
2025-01-03 20:00:00,广东,output,38982.14588565142
2025-01-03 20:15:00,广东,output,37725.55205591632
2025-01-03 20:30:00,广东,output,39158.17728738736
2025-01-03 20:45:00,广东,output,43319.83058774502
2025-01-03 21:00:00,广东,output,36433.950758771956
2025-01-03 21:15:00,广东,output,37163.18379788159
2025-01-03 21:30:00,广东,output,41382.85518386311
2025-01-03 21:45:00,广东,output,39027.318345458705
2025-01-03 22:00:00,广东,output,34827.91519115169
2025-01-03 22:15:00,广东,output,40495.69659235663
2025-01-03 22:30:00,广东,output,37191.17776881933
2025-01-03 22:45:00,广东,output,37057.02332730823
2025-01-03 23:00:00,广东,output,26801.23236713146
2025-01-03 23:15:00,广东,output,23746.914656207984
2025-01-03 23:30:00,广东,output,23642.081304375097
2025-01-03 23:45:00,广东,output,23389.061144857933
2025-01-04 00:00:00,广东,output,19402.13519826575
2025-01-04 00:15:00,广东,output,21561.519238161363
2025-01-04 00:30:00,广东,output,18551.685819171405
2025-01-04 00:45:00,广东,output,19504.106496519224
2025-01-04 01:00:00,广东,output,18211.650689959213
2025-01-04 01:15:00,广东,output,22951.405891332022
2025-01-04 01:30:00,广东,output,20758.564199950168
2025-01-04 01:45:00,广东,output,18901.902796114347
2025-01-04 02:00:00,广东,output,20795.419188167885
2025-01-04 02:15:00,广东,output,22667.157883738266
2025-01-04 02:30:00,广东,output,21727.655335904936
2025-01-04 02:45:00,广东,output,22375.31930153593
2025-01-04 03:00:00,广东,output,21401.712151297295
2025-01-04 03:15:00,广东,output,21779.578745395083
2025-01-04 03:30:00,广东,output,20444.958422031465
2025-01-04 03:45:00,广东,output,23594.033820051776
2025-01-04 04:00:00,广东,output,18011.162355048753
2025-01-04 04:15:00,广东,output,19970.34842172644
2025-01-04 04:30:00,广东,output,24173.814321771006
2025-01-04 04:45:00,广东,output,18641.1521227404
2025-01-04 05:00:00,广东,output,19922.357593967477
2025-01-04 05:15:00,广东,output,19223.55692467146
2025-01-04 05:30:00,广东,output,20770.043279178586
2025-01-04 05:45:00,广东,output,21446.715146823288
2025-01-04 06:00:00,广东,output,28418.979611253235
2025-01-04 06:15:00,广东,output,29534.031968375206
2025-01-04 06:30:00,广东,output,28666.913798377394
2025-01-04 06:45:00,广东,output,24013.468889696953
2025-01-04 07:00:00,广东,output,29612.912177922655
2025-01-04 07:15:00,广东,output,24028.45674958846
2025-01-04 07:30:00,广东,output,23991.667332750618
2025-01-04 07:45:00,广东,output,23108.465305878275
2025-01-04 08:00:00,广东,output,36103.565955458056
2025-01-04 08:15:00,广东,output,32648.707203070317
2025-01-04 08:30:00,广东,output,31331.80272269182
2025-01-04 08:45:00,广东,output,36038.41056359819
2025-01-04 09:00:00,广东,output,32348.99645620264
2025-01-04 09:15:00,广东,output,34852.14884022182
2025-01-04 09:30:00,广东,output,39728.87708889629
2025-01-04 09:45:00,广东,output,38750.578019957095
2025-01-04 10:00:00,广东,output,34025.034663830884
2025-01-04 10:15:00,广东,output,33874.47447982679
2025-01-04 10:30:00,广东,output,39532.64233029203
2025-01-04 10:45:00,广东,output,30124.60606434637
2025-01-04 11:00:00,广东,output,38886.40587478746
2025-01-04 11:15:00,广东,output,32013.201416506286
2025-01-04 11:30:00,广东,output,40686.140376352254
2025-01-04 11:45:00,广东,output,33857.961419962514
2025-01-04 12:00:00,广东,output,33919.930506481054
2025-01-04 12:15:00,广东,output,36852.62745725698
2025-01-04 12:30:00,广东,output,36706.775257653884
2025-01-04 12:45:00,广东,output,33165.99086150212
2025-01-04 13:00:00,广东,output,36968.237620256754
2025-01-04 13:15:00,广东,output,39934.0914279298
2025-01-04 13:30:00,广东,output,33437.83519694764
2025-01-04 13:45:00,广东,output,32351.899135474752
2025-01-04 14:00:00,广东,output,36511.93460800526
2025-01-04 14:15:00,广东,output,34268.61200024405
2025-01-04 14:30:00,广东,output,37194.15210553637
2025-01-04 14:45:00,广东,output,33217.597018543835
2025-01-04 15:00:00,广东,output,35987.423221031175
2025-01-04 15:15:00,广东,output,34395.60879593136
2025-01-04 15:30:00,广东,output,38295.70851692891
2025-01-04 15:45:00,广东,output,35468.44678623336
2025-01-04 16:00:00,广东,output,33903.906731966184
2025-01-04 16:15:00,广东,output,33089.51009033571
2025-01-04 16:30:00,广东,output,41693.17363185954
2025-01-04 16:45:00,广东,output,33018.2030569381
2025-01-04 17:00:00,广东,output,39393.233679813195
2025-01-04 17:15:00,广东,output,33108.22301218745
2025-01-04 17:30:00,广东,output,34143.35595333741
2025-01-04 17:45:00,广东,output,36552.25502548847
2025-01-04 18:00:00,广东,output,37752.723700923125
2025-01-04 18:15:00,广东,output,43740.43428760418
2025-01-04 18:30:00,广东,output,41485.30256387117
2025-01-04 18:45:00,广东,output,40598.5652333643
2025-01-04 19:00:00,广东,output,34388.09684255607
2025-01-04 19:15:00,广东,output,31859.712241555004
2025-01-04 19:30:00,广东,output,31787.357882087683
2025-01-04 19:45:00,广东,output,36376.18763668312
2025-01-04 20:00:00,广东,output,33665.609279828706
2025-01-04 20:15:00,广东,output,32404.54809447349
2025-01-04 20:30:00,广东,output,30539.464435626156
2025-01-04 20:45:00,广东,output,29527.676194889904
2025-01-04 21:00:00,广东,output,38279.04392600251
2025-01-04 21:15:00,广东,output,32278.62096798055
2025-01-04 21:30:00,广东,output,34781.34191136073
2025-01-04 21:45:00,广东,output,28721.190633328253
2025-01-04 22:00:00,广东,output,36593.64989920113
2025-01-04 22:15:00,广东,output,29035.946794152766
2025-01-04 22:30:00,广东,output,38281.88417593708
2025-01-04 22:45:00,广东,output,28880.239424342246
2025-01-04 23:00:00,广东,output,21336.61389097016
2025-01-04 23:15:00,广东,output,20878.92842939588
2025-01-04 23:30:00,广东,output,16413.439812524
2025-01-04 23:45:00,广东,output,20159.43758337328
2025-01-05 00:00:00,广东,output,18652.506748846925
2025-01-05 00:15:00,广东,output,18998.508487413532
2025-01-05 00:30:00,广东,output,22765.94583082992
2025-01-05 00:45:00,广东,output,22183.139239937867
2025-01-05 01:00:00,广东,output,21072.124481653733
2025-01-05 01:15:00,广东,output,18154.668463441092
2025-01-05 01:30:00,广东,output,18834.715309597777
2025-01-05 01:45:00,广东,output,23027.822894360703
2025-01-05 02:00:00,广东,output,18249.14975573196
2025-01-05 02:15:00,广东,output,25238.088749993527
2025-01-05 02:30:00,广东,output,24338.348095400885
2025-01-05 02:45:00,广东,output,18148.851824052785
2025-01-05 03:00:00,广东,output,16937.914953248714
2025-01-05 03:15:00,广东,output,24108.842410492307
2025-01-05 03:30:00,广东,output,19797.17303491684
2025-01-05 03:45:00,广东,output,19243.7261728466
2025-01-05 04:00:00,广东,output,17517.074033866636
2025-01-05 04:15:00,广东,output,20243.055503605476
2025-01-05 04:30:00,广东,output,22019.004963635267
2025-01-05 04:45:00,广东,output,18654.159345900218
2025-01-05 05:00:00,广东,output,17998.477785372223
2025-01-05 05:15:00,广东,output,23467.404419323906
2025-01-05 05:30:00,广东,output,20404.295789504464
2025-01-05 05:45:00,广东,output,20764.98134196095
2025-01-05 06:00:00,广东,output,27818.39975571321
2025-01-05 06:15:00,广东,output,26065.322838312186
2025-01-05 06:30:00,广东,output,28503.907382803638
2025-01-05 06:45:00,广东,output,23782.965598871655
2025-01-05 07:00:00,广东,output,22538.572267681495
2025-01-05 07:15:00,广东,output,29025.00069834356
2025-01-05 07:30:00,广东,output,25790.245060694702
2025-01-05 07:45:00,广东,output,28033.048507687454
2025-01-05 08:00:00,广东,output,35897.77967883433
2025-01-05 08:15:00,广东,output,39329.94945659903
2025-01-05 08:30:00,广东,output,40844.38225547999
2025-01-05 08:45:00,广东,output,33228.61037958737
2025-01-05 09:00:00,广东,output,40739.50478306219
2025-01-05 09:15:00,广东,output,36918.206010156544
2025-01-05 09:30:00,广东,output,38809.32749863084
2025-01-05 09:45:00,广东,output,36149.448854333845
2025-01-05 10:00:00,广东,output,38426.282398180374
2025-01-05 10:15:00,广东,output,36776.12628035642
2025-01-05 10:30:00,广东,output,31949.201973949235
2025-01-05 10:45:00,广东,output,33537.625509552294
2025-01-05 11:00:00,广东,output,36025.75213034446
2025-01-05 11:15:00,广东,output,35458.3907148799
2025-01-05 11:30:00,广东,output,34913.725124719094
2025-01-05 11:45:00,广东,output,34548.779219916716
2025-01-05 12:00:00,广东,output,33205.71609678893
2025-01-05 12:15:00,广东,output,36132.571595017645
2025-01-05 12:30:00,广东,output,33000.82621415097
2025-01-05 12:45:00,广东,output,38349.30919028365
2025-01-05 13:00:00,广东,output,44263.98201219639
2025-01-05 13:15:00,广东,output,34989.8899693739
2025-01-05 13:30:00,广东,output,31103.575280255012
2025-01-05 13:45:00,广东,output,34324.80247162593
2025-01-05 14:00:00,广东,output,39387.62947438215
2025-01-05 14:15:00,广东,output,38489.85019233468
2025-01-05 14:30:00,广东,output,37517.818810352495
2025-01-05 14:45:00,广东,output,35073.529295290224
2025-01-05 15:00:00,广东,output,38281.69771011355
2025-01-05 15:15:00,广东,output,40082.78366192275
2025-01-05 15:30:00,广东,output,36240.202970583356
2025-01-05 15:45:00,广东,output,36765.54218643804
2025-01-05 16:00:00,广东,output,33612.69158103255
2025-01-05 16:15:00,广东,output,35779.54646673823
2025-01-05 16:30:00,广东,output,40969.43622337066
2025-01-05 16:45:00,广东,output,37865.151979060676
2025-01-05 17:00:00,广东,output,39378.45285995969
2025-01-05 17:15:00,广东,output,38944.177419386615
2025-01-05 17:30:00,广东,output,34005.59107580478
2025-01-05 17:45:00,广东,output,37269.22603272014
2025-01-05 18:00:00,广东,output,37407.43524289419
2025-01-05 18:15:00,广东,output,35319.45775775146
2025-01-05 18:30:00,广东,output,33314.7354547301
2025-01-05 18:45:00,广东,output,35292.0385642084
2025-01-05 19:00:00,广东,output,31331.04504800097
2025-01-05 19:15:00,广东,output,29476.00245428526
2025-01-05 19:30:00,广东,output,31210.177233810744
2025-01-05 19:45:00,广东,output,31372.30307944841
2025-01-05 20:00:00,广东,output,36051.81875666966
2025-01-05 20:15:00,广东,output,31446.34954009357
2025-01-05 20:30:00,广东,output,35613.78984017561
2025-01-05 20:45:00,广东,output,33883.30783806231
2025-01-05 21:00:00,广东,output,33720.339087933986
2025-01-05 21:15:00,广东,output,30108.205730078003
2025-01-05 21:30:00,广东,output,35968.25662740788
2025-01-05 21:45:00,广东,output,30183.040102718565
2025-01-05 22:00:00,广东,output,33461.39584702428
2025-01-05 22:15:00,广东,output,33200.98322290754
2025-01-05 22:30:00,广东,output,31226.398264523996
2025-01-05 22:45:00,广东,output,33829.13989265692
2025-01-05 23:00:00,广东,output,18566.456374480105
2025-01-05 23:15:00,广东,output,20724.693206008957
2025-01-05 23:30:00,广东,output,22318.054813916293
2025-01-05 23:45:00,广东,output,22518.43440215969
2025-01-06 00:00:00,广东,output,26812.126335361558
2025-01-06 00:15:00,广东,output,22745.1189177286
2025-01-06 00:30:00,广东,output,23927.860741236374
2025-01-06 00:45:00,广东,output,24387.523444928025
2025-01-06 01:00:00,广东,output,23164.263371701923
2025-01-06 01:15:00,广东,output,24798.5152484303
2025-01-06 01:30:00,广东,output,25593.62452528547
2025-01-06 01:45:00,广东,output,24427.072321188247
2025-01-06 02:00:00,广东,output,24790.09099962166
2025-01-06 02:15:00,广东,output,25437.002767270216
2025-01-06 02:30:00,广东,output,22423.850144351116
2025-01-06 02:45:00,广东,output,25509.1871094957
2025-01-06 03:00:00,广东,output,24093.375054798587
2025-01-06 03:15:00,广东,output,24974.567662248417
2025-01-06 03:30:00,广东,output,28490.38386699382
2025-01-06 03:45:00,广东,output,24214.55967652686
2025-01-06 04:00:00,广东,output,20096.03395480839
2025-01-06 04:15:00,广东,output,26026.261330861522
2025-01-06 04:30:00,广东,output,21168.67511561673
2025-01-06 04:45:00,广东,output,23120.295769255416
2025-01-06 05:00:00,广东,output,22213.84937532055
2025-01-06 05:15:00,广东,output,25724.3617730147
2025-01-06 05:30:00,广东,output,25141.24927514933
2025-01-06 05:45:00,广东,output,22298.702171500317
2025-01-06 06:00:00,广东,output,29148.36005298644
2025-01-06 06:15:00,广东,output,28469.343406087388
2025-01-06 06:30:00,广东,output,32801.52762070252
2025-01-06 06:45:00,广东,output,32179.328125838543
2025-01-06 07:00:00,广东,output,28550.62311715991
2025-01-06 07:15:00,广东,output,26410.239165910687
2025-01-06 07:30:00,广东,output,31800.16694120552
2025-01-06 07:45:00,广东,output,29190.655486030944
2025-01-06 08:00:00,广东,output,43190.73426272845
2025-01-06 08:15:00,广东,output,35857.12927507498
2025-01-06 08:30:00,广东,output,37245.86147408236
2025-01-06 08:45:00,广东,output,44587.44881022515
2025-01-06 09:00:00,广东,output,39255.62879129526
2025-01-06 09:15:00,广东,output,44145.559126013955
2025-01-06 09:30:00,广东,output,37200.79632457715
2025-01-06 09:45:00,广东,output,39567.713784252315
2025-01-06 10:00:00,广东,output,44640.01595932926
2025-01-06 10:15:00,广东,output,41639.508389688664
2025-01-06 10:30:00,广东,output,42976.218604779875
2025-01-06 10:45:00,广东,output,39018.47641105202
2025-01-06 11:00:00,广东,output,41900.20321023959
2025-01-06 11:15:00,广东,output,41764.64269718991
2025-01-06 11:30:00,广东,output,37899.637671316545
2025-01-06 11:45:00,广东,output,45186.869931256144
2025-01-06 12:00:00,广东,output,43093.74980172169
2025-01-06 12:15:00,广东,output,39485.11867382578
2025-01-06 12:30:00,广东,output,43074.21825805037
2025-01-06 12:45:00,广东,output,40464.069092545855
2025-01-06 13:00:00,广东,output,40336.19571643442
2025-01-06 13:15:00,广东,output,41605.84000843956
2025-01-06 13:30:00,广东,output,41618.39275179617
2025-01-06 13:45:00,广东,output,43059.02089550773
2025-01-06 14:00:00,广东,output,45874.58817707578
