dt,province,type,value
2025-01-03 03:30:00,广东,price,380.79705842994593
2025-01-03 03:45:00,广东,price,378.4271078472992
2025-01-03 04:00:00,广东,price,384.3948767655231
2025-01-03 04:15:00,广东,price,387.5759012416989
2025-01-03 04:30:00,广东,price,358.51621204452044
2025-01-03 04:45:00,广东,price,374.92812746465535
2025-01-03 05:00:00,广东,price,397.60200370257604
2025-01-03 05:15:00,广东,price,381.8755111106596
2025-01-03 05:30:00,广东,price,413.7955985463577
2025-01-03 05:45:00,广东,price,383.4199410098062
2025-01-03 06:00:00,广东,price,404.32610822496633
2025-01-03 06:15:00,广东,price,402.33131313630673
2025-01-03 06:30:00,广东,price,414.9255518722082
2025-01-03 06:45:00,广东,price,418.01582348056604
2025-01-03 07:00:00,广东,price,410.47323484826563
2025-01-03 07:15:00,广东,price,354.47245860124417
2025-01-03 07:30:00,广东,price,420.47554558916937
2025-01-03 07:45:00,广东,price,427.1387471127988
2025-01-03 08:00:00,广东,price,376.9600546920145
2025-01-03 08:15:00,广东,price,391.3354786319009
2025-01-03 08:30:00,广东,price,368.78590677582827
2025-01-03 08:45:00,广东,price,347.63497024380086
2025-01-03 09:00:00,广东,price,355.936372807807
2025-01-03 09:15:00,广东,price,359.90789732938254
2025-01-03 09:30:00,广东,price,363.61366349161847
2025-01-03 09:45:00,广东,price,351.532396318535
2025-01-03 10:00:00,广东,price,335.33149666365523
2025-01-03 10:15:00,广东,price,349.7798735674318
2025-01-03 10:30:00,广东,price,334.59546033779714
2025-01-03 10:45:00,广东,price,360.87048665100053
2025-01-03 11:00:00,广东,price,339.5151175382009
2025-01-03 11:15:00,广东,price,373.48965943354193
2025-01-03 11:30:00,广东,price,348.39550315272135
2025-01-03 11:45:00,广东,price,330.74396567682044
2025-01-03 12:00:00,广东,price,287.5947140666464
2025-01-03 12:15:00,广东,price,305.87494703348
2025-01-03 12:30:00,广东,price,306.5319191983271
2025-01-03 12:45:00,广东,price,289.7337382198868
2025-01-03 13:00:00,广东,price,289.7927234248055
2025-01-03 13:15:00,广东,price,246.15613519611043
2025-01-03 13:30:00,广东,price,269.23009877899773
2025-01-03 13:45:00,广东,price,285.23526467609605
2025-01-03 14:00:00,广东,price,244.2483170481581
2025-01-03 14:15:00,广东,price,245.8649119314146
2025-01-03 14:30:00,广东,price,247.24428277615442
2025-01-03 14:45:00,广东,price,233.28797518624512
2025-01-03 15:00:00,广东,price,252.76734051282946
2025-01-03 15:15:00,广东,price,208.928568442889
2025-01-03 15:30:00,广东,price,235.652508429543
2025-01-03 15:45:00,广东,price,237.56227984699277
2025-01-03 16:00:00,广东,price,194.42502159737683
2025-01-03 16:15:00,广东,price,214.85954470917102
2025-01-03 16:30:00,广东,price,195.2048161666621
2025-01-03 16:45:00,广东,price,241.21830912267507
2025-01-03 17:00:00,广东,price,180.6317586315689
2025-01-03 17:15:00,广东,price,190.32947548645387
2025-01-03 17:30:00,广东,price,178.92291720398157
2025-01-03 17:45:00,广东,price,176.25344283374213
2025-01-03 18:00:00,广东,price,231.82430581764586
2025-01-03 18:15:00,广东,price,210.85549347825125
2025-01-03 18:30:00,广东,price,202.80586851401088
2025-01-03 18:45:00,广东,price,186.86846073306157
2025-01-03 19:00:00,广东,price,221.55965359202855
2025-01-03 19:15:00,广东,price,186.9229685837441
2025-01-03 19:30:00,广东,price,219.28020325769523
2025-01-03 19:45:00,广东,price,185.95719183898046
2025-01-03 20:00:00,广东,price,200.5073055840427
2025-01-03 20:15:00,广东,price,228.56310734391457
2025-01-03 20:30:00,广东,price,230.6740065046715
2025-01-03 20:45:00,广东,price,225.34691829949136
2025-01-03 21:00:00,广东,price,208.29583956620934
2025-01-03 21:15:00,广东,price,220.35478456688867
2025-01-03 21:30:00,广东,price,232.4272967053155
2025-01-03 21:45:00,广东,price,212.3037026431434
2025-01-03 22:00:00,广东,price,277.4192552025858
2025-01-03 22:15:00,广东,price,201.96106112098903
2025-01-03 22:30:00,广东,price,234.42520969261687
2025-01-03 22:45:00,广东,price,239.8086699426033
2025-01-03 23:00:00,广东,price,217.23922219431245
2025-01-03 23:15:00,广东,price,246.193512885024
2025-01-03 23:30:00,广东,price,286.6238857405892
2025-01-03 23:45:00,广东,price,274.7237682208071
2025-01-04 00:00:00,广东,price,331.46272044085805
2025-01-04 00:15:00,广东,price,330.9045289176964
2025-01-04 00:30:00,广东,price,308.66092757207895
2025-01-04 00:45:00,广东,price,306.2647649800142
2025-01-04 01:00:00,广东,price,327.20052668183007
2025-01-04 01:15:00,广东,price,272.78026415266226
2025-01-04 01:30:00,广东,price,297.99071424373057
2025-01-04 01:45:00,广东,price,327.8954145722308
2025-01-04 02:00:00,广东,price,362.3205141749534
2025-01-04 02:15:00,广东,price,355.7933962427628
2025-01-04 02:30:00,广东,price,332.15070064568687
2025-01-04 02:45:00,广东,price,368.7481256493899
2025-01-04 03:00:00,广东,price,400.3595586937475
2025-01-04 03:15:00,广东,price,389.47047012448155
2025-01-04 03:30:00,广东,price,390.50266471046416
2025-01-04 03:45:00,广东,price,359.52616215955055
2025-01-04 04:00:00,广东,price,408.1212228324598
2025-01-04 04:15:00,广东,price,389.517713164997
2025-01-04 04:30:00,广东,price,396.8336509488839
2025-01-04 04:45:00,广东,price,393.911177234938
2025-01-04 05:00:00,广东,price,394.1628405200986
2025-01-04 05:15:00,广东,price,379.39253312646076
2025-01-04 05:30:00,广东,price,394.9498493578259
2025-01-04 05:45:00,广东,price,416.3278149785633
2025-01-04 06:00:00,广东,price,391.1704838937418
2025-01-04 06:15:00,广东,price,417.8669452521629
2025-01-04 06:30:00,广东,price,414.74141341235344
2025-01-04 06:45:00,广东,price,394.0212520596034
2025-01-04 07:00:00,广东,price,424.36858470129835
2025-01-04 07:15:00,广东,price,389.4816492050927
2025-01-04 07:30:00,广东,price,426.78351988115946
2025-01-04 07:45:00,广东,price,405.2751222597263
2025-01-04 08:00:00,广东,price,386.2852220093736
2025-01-04 08:15:00,广东,price,368.8465127716908
2025-01-04 08:30:00,广东,price,384.8373357757431
2025-01-04 08:45:00,广东,price,382.5273501085555
2025-01-04 09:00:00,广东,price,345.5447504136366
2025-01-04 09:15:00,广东,price,366.3583696643014
2025-01-04 09:30:00,广东,price,354.63461451671304
2025-01-04 09:45:00,广东,price,382.43051349823037
2025-01-04 10:00:00,广东,price,376.1256095145641
2025-01-04 10:15:00,广东,price,325.4616864740952
2025-01-04 10:30:00,广东,price,384.24615456733846
2025-01-04 10:45:00,广东,price,347.42897931229743
2025-01-04 11:00:00,广东,price,306.38147681148183
2025-01-04 11:15:00,广东,price,341.0370001144158
2025-01-04 11:30:00,广东,price,316.95281494515115
2025-01-04 11:45:00,广东,price,324.24717098962225
2025-01-04 12:00:00,广东,price,291.9144351157584
2025-01-04 12:15:00,广东,price,283.665241362702
2025-01-04 12:30:00,广东,price,314.47994064803805
2025-01-04 12:45:00,广东,price,294.27397194211625
2025-01-04 13:00:00,广东,price,245.385059646163
2025-01-04 13:15:00,广东,price,285.1392979740666
2025-01-04 13:30:00,广东,price,250.0064484692728
2025-01-04 13:45:00,广东,price,251.05289203624275
2025-01-04 14:00:00,广东,price,273.85212409954636
2025-01-04 14:15:00,广东,price,226.0732020157958
2025-01-04 14:30:00,广东,price,203.67110286145024
2025-01-04 14:45:00,广东,price,262.4572296992299
2025-01-04 15:00:00,广东,price,223.2120532917227
2025-01-04 15:15:00,广东,price,224.93621945858297
2025-01-04 15:30:00,广东,price,222.9993140143413
2025-01-04 15:45:00,广东,price,233.92272066171984
2025-01-04 16:00:00,广东,price,198.34307478349479
2025-01-04 16:15:00,广东,price,242.91975711287145
2025-01-04 16:30:00,广东,price,183.8728500153682
2025-01-04 16:45:00,广东,price,222.29495795509862
2025-01-04 17:00:00,广东,price,216.24983744862485
2025-01-04 17:15:00,广东,price,188.2143821544256
2025-01-04 17:30:00,广东,price,182.9327284655368
2025-01-04 17:45:00,广东,price,223.7509016544963
2025-01-04 18:00:00,广东,price,180.1827849196657
2025-01-04 18:15:00,广东,price,187.86672118498865
2025-01-04 18:30:00,广东,price,217.74617924919494
2025-01-04 18:45:00,广东,price,200.6948246707805
2025-01-04 19:00:00,广东,price,167.46454401851108
2025-01-04 19:15:00,广东,price,238.34860026216347
2025-01-04 19:30:00,广东,price,192.80720219549386
2025-01-04 19:45:00,广东,price,195.35227157296484
2025-01-04 20:00:00,广东,price,218.51314466808347
2025-01-04 20:15:00,广东,price,225.8989955616376
2025-01-04 20:30:00,广东,price,252.6195454473855
2025-01-04 20:45:00,广东,price,180.1960966334422
2025-01-04 21:00:00,广东,price,245.80836605986417
2025-01-04 21:15:00,广东,price,244.1495157623468
2025-01-04 21:30:00,广东,price,226.5460236638629
2025-01-04 21:45:00,广东,price,245.0347957776697
2025-01-04 22:00:00,广东,price,268.6854803527309
2025-01-04 22:15:00,广东,price,222.36074430025985
2025-01-04 22:30:00,广东,price,284.99533011761656
2025-01-04 22:45:00,广东,price,218.82475493723712
2025-01-04 23:00:00,广东,price,251.41176986497234
2025-01-04 23:15:00,广东,price,268.8823420172659
2025-01-04 23:30:00,广东,price,312.61690575348894
2025-01-04 23:45:00,广东,price,267.95296289468007
2025-01-05 00:00:00,广东,price,299.36132219898377
2025-01-05 00:15:00,广东,price,328.64157207809126
2025-01-05 00:30:00,广东,price,293.99363714869054
2025-01-05 00:45:00,广东,price,276.4312657413865
2025-01-05 01:00:00,广东,price,317.53720780548576
2025-01-05 01:15:00,广东,price,353.2977411863676
2025-01-05 01:30:00,广东,price,327.2992044513548
2025-01-05 01:45:00,广东,price,364.49506969137724
2025-01-05 02:00:00,广东,price,364.7586985252431
2025-01-05 02:15:00,广东,price,337.10382127213035
2025-01-05 02:30:00,广东,price,351.0215260893016
2025-01-05 02:45:00,广东,price,332.9356376371624
2025-01-05 03:00:00,广东,price,357.34201750567934
2025-01-05 03:15:00,广东,price,460.2923631391699
2025-01-05 03:30:00,广东,price,391.083168319331
2025-01-05 03:45:00,广东,price,387.93263789878824
2025-01-05 04:00:00,广东,price,374.13893407228255
2025-01-05 04:15:00,广东,price,417.9942217040654
2025-01-05 04:30:00,广东,price,408.5908524143026
2025-01-05 04:45:00,广东,price,424.23496616559925
2025-01-05 05:00:00,广东,price,433.2548655968758
2025-01-05 05:15:00,广东,price,367.0107968669564
2025-01-05 05:30:00,广东,price,374.3957928435087
2025-01-05 05:45:00,广东,price,376.5168263196341
2025-01-05 06:00:00,广东,price,381.12118713335127
2025-01-05 06:15:00,广东,price,406.4690472852078
2025-01-05 06:30:00,广东,price,388.66393095808365
2025-01-05 06:45:00,广东,price,441.4519708152504
2025-01-05 07:00:00,广东,price,434.6861802705396
2025-01-05 07:15:00,广东,price,396.46335074732605
2025-01-05 07:30:00,广东,price,435.69910695190265
2025-01-05 07:45:00,广东,price,426.3552751737109
2025-01-05 08:00:00,广东,price,377.5884091948987
2025-01-05 08:15:00,广东,price,346.41823349793265
2025-01-05 08:30:00,广东,price,382.2431726792293
2025-01-05 08:45:00,广东,price,373.71009775687446
2025-01-05 09:00:00,广东,price,374.8407906215714
2025-01-05 09:15:00,广东,price,372.4952438561497
2025-01-05 09:30:00,广东,price,371.97103129663935
2025-01-05 09:45:00,广东,price,381.18437294623806
2025-01-05 10:00:00,广东,price,325.74956105832644
2025-01-05 10:15:00,广东,price,358.22720555139415
2025-01-05 10:30:00,广东,price,341.2076769396599
2025-01-05 10:45:00,广东,price,353.9996439972737
2025-01-05 11:00:00,广东,price,345.0301014148959
2025-01-05 11:15:00,广东,price,301.39390904583155
2025-01-05 11:30:00,广东,price,320.25603145686074
2025-01-05 11:45:00,广东,price,323.51121982967487
2025-01-05 12:00:00,广东,price,289.7146205685872
2025-01-05 12:15:00,广东,price,317.99658992265915
2025-01-05 12:30:00,广东,price,285.59223282399057
2025-01-05 12:45:00,广东,price,288.8919920111532
2025-01-05 13:00:00,广东,price,259.91971283070666
2025-01-05 13:15:00,广东,price,295.95920371852395
2025-01-05 13:30:00,广东,price,264.2692132415036
2025-01-05 13:45:00,广东,price,283.31900330741905
2025-01-05 14:00:00,广东,price,289.5141020246015
2025-01-05 14:15:00,广东,price,248.5036315929883
2025-01-05 14:30:00,广东,price,272.2412136006632
2025-01-05 14:45:00,广东,price,283.4270816818626
2025-01-05 15:00:00,广东,price,249.8331530821536
2025-01-05 15:15:00,广东,price,228.9532955617905
2025-01-05 15:30:00,广东,price,242.13147706131758
2025-01-05 15:45:00,广东,price,203.5417500186384
2025-01-05 16:00:00,广东,price,197.7965964585571
2025-01-05 16:15:00,广东,price,201.30395598891778
2025-01-05 16:30:00,广东,price,258.2097020250418
2025-01-05 16:45:00,广东,price,197.14576933645083
2025-01-05 17:00:00,广东,price,186.85788234585658
2025-01-05 17:15:00,广东,price,182.52899776611352
2025-01-05 17:30:00,广东,price,214.6036526097084
2025-01-05 17:45:00,广东,price,206.25984522447084
2025-01-05 18:00:00,广东,price,221.7351795405313
2025-01-05 18:15:00,广东,price,213.42519332154708
2025-01-05 18:30:00,广东,price,172.39220306551866
2025-01-05 18:45:00,广东,price,183.85444459979257
2025-01-05 19:00:00,广东,price,230.7139923366096
2025-01-05 19:15:00,广东,price,199.34145247955706
2025-01-05 19:30:00,广东,price,227.15925373145342
2025-01-05 19:45:00,广东,price,200.41379841278683
2025-01-05 20:00:00,广东,price,194.04433105578573
2025-01-05 20:15:00,广东,price,207.33224406822202
2025-01-05 20:30:00,广东,price,194.03646371056223
2025-01-05 20:45:00,广东,price,202.0864043735077
2025-01-05 21:00:00,广东,price,233.30783601265017
2025-01-05 21:15:00,广东,price,239.52142368872566
2025-01-05 21:30:00,广东,price,197.48549541625928
2025-01-05 21:45:00,广东,price,228.94196173116327
2025-01-05 22:00:00,广东,price,238.2676852888049
2025-01-05 22:15:00,广东,price,237.03170382082368
2025-01-05 22:30:00,广东,price,252.6536923826615
2025-01-05 22:45:00,广东,price,238.9909625462157
2025-01-05 23:00:00,广东,price,301.7608553866813
2025-01-05 23:15:00,广东,price,297.87933301476903
2025-01-05 23:30:00,广东,price,297.7546613685886
2025-01-05 23:45:00,广东,price,264.21989157994176
2025-01-06 00:00:00,广东,price,280.75002330161357
2025-01-06 00:15:00,广东,price,301.6405985877623
2025-01-06 00:30:00,广东,price,296.9930326742747
2025-01-06 00:45:00,广东,price,287.8235367515327
2025-01-06 01:00:00,广东,price,302.3672155769128
2025-01-06 01:15:00,广东,price,325.05154512489065
2025-01-06 01:30:00,广东,price,317.8005155052026
2025-01-06 01:45:00,广东,price,339.64884525101246
2025-01-06 02:00:00,广东,price,363.3021210304296
2025-01-06 02:15:00,广东,price,372.0159961084543
2025-01-06 02:30:00,广东,price,324.81408896239924
2025-01-06 02:45:00,广东,price,358.0211661538726
2025-01-06 03:00:00,广东,price,356.1613639939813
2025-01-06 03:15:00,广东,price,346.30239390243304
2025-01-06 03:30:00,广东,price,362.1386333796805
2025-01-06 03:45:00,广东,price,392.0847777213471
2025-01-06 04:00:00,广东,price,379.1561733070342
2025-01-06 04:15:00,广东,price,417.9116335776261
2025-01-06 04:30:00,广东,price,397.58011068885054
2025-01-06 04:45:00,广东,price,378.72073079883234
2025-01-06 05:00:00,广东,price,419.793551207035
2025-01-06 05:15:00,广东,price,405.5005180711925
2025-01-06 05:30:00,广东,price,377.9413948599727
2025-01-06 05:45:00,广东,price,433.7686353405171
2025-01-06 06:00:00,广东,price,405.18957646172953
2025-01-06 06:15:00,广东,price,400.37592383970986
2025-01-06 06:30:00,广东,price,382.88934660188767
2025-01-06 06:45:00,广东,price,423.5907653521548
2025-01-06 07:00:00,广东,price,406.93809117613296
2025-01-06 07:15:00,广东,price,409.17734623481164
2025-01-06 07:30:00,广东,price,386.44195575839143
2025-01-06 07:45:00,广东,price,413.2745940671082
2025-01-06 08:00:00,广东,price,404.8388122498599
2025-01-06 08:15:00,广东,price,373.2269756028214
2025-01-06 08:30:00,广东,price,358.2627375848241
2025-01-06 08:45:00,广东,price,398.2300015652224
2025-01-06 09:00:00,广东,price,339.24373912653994
2025-01-06 09:15:00,广东,price,373.7509936754103
2025-01-06 09:30:00,广东,price,361.7657760229086
2025-01-06 09:45:00,广东,price,395.0839823344332
2025-01-06 10:00:00,广东,price,342.14312218465585
2025-01-06 10:15:00,广东,price,372.1454594400761
2025-01-06 10:30:00,广东,price,339.71581111273946
2025-01-06 10:45:00,广东,price,369.9998201011922
2025-01-06 11:00:00,广东,price,367.0887353869888
2025-01-06 11:15:00,广东,price,304.52096174292734
2025-01-06 11:30:00,广东,price,331.7226189448703
2025-01-06 11:45:00,广东,price,380.85755282845344
2025-01-06 12:00:00,广东,price,301.3317765380584
2025-01-06 12:15:00,广东,price,301.23576540459294
2025-01-06 12:30:00,广东,price,315.7699789470204
2025-01-06 12:45:00,广东,price,300.8216172818951
2025-01-06 13:00:00,广东,price,239.97357559833688
2025-01-06 13:15:00,广东,price,296.7638429865267
2025-01-06 13:30:00,广东,price,234.05912721244408
2025-01-06 13:45:00,广东,price,265.7822624669811
2025-01-06 14:00:00,广东,price,274.148514983133
2025-01-06 14:15:00,广东,price,242.86915142714432
